,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,premises-CLIF,conclusion-CLIF
21,212,"If you have room for dessert, you have room for broccoli.
Everyone at Luis's dinner party has room for dessert, including Luis.
Mauricia does not have room for broccoli.
Luis's dinner party is the first ever dinner party that Allison has attended.
Gustave has room for both broccoli and asparagus.
Broccoli and asparagus are both vegetables.","∀x (RoomFor(x, dessert) → RoomFor(x, broccoli))
∀x (AtLuisParty(x) → RoomFor(x, dessert))
¬RoomFor(mauricia, broccoli)
AtLuisParty(allison) ∧ FirstDinnerPartyFor(luisparty, allison) 
RoomFor(gustave, broccoli) ∧ RoomFor(gustave, asparagus)
Vegetable(broccoli) ∧ Vegetable(asparagus)",Gustav has room for dessert.,"RoomFor(gustave, dessert)",Uncertain,607,"forall x (roomfor(x, dessert) implies roomfor(x, broccoli))
forall x (atluisparty(x) implies roomfor(x, dessert))
not roomfor(mauricia, broccoli)
atluisparty(allison) and firstdinnerpartyfor(luisparty, allison) 
roomfor(gustave, broccoli) and roomfor(gustave, asparagus)
vegetable(broccoli) and vegetable(asparagus)","roomfor(gustave, dessert)"
22,34,"Rafa Nadal was born in Mallorca.
Rafa Nadal is a professional tennis player.
Nadal's win ratio is high.
All players in the Big 3 are professionals who have a high win ratio.","BornIn(rafaNadal, mallorca)
ProfessionalTennisPlayer(rafaNadal)
HighWinRatio(rafaNadal)
∀x ((ProfessionalTennisPlayer(x) ∧ HighWinRatio(x)) → InBig3(x))",Nadal is the greatest player of all time.,GreatestOfAllTime(rafaNadal),Uncertain,100,"bornin(rafanadal, mallorca)
professionaltennisplayer(rafanadal)
highwinratio(rafanadal)
forall x ((professionaltennisplayer(x) and highwinratio(x)) implies inbig3(x))",greatestofalltime(rafanadal)
23,54,"A roundel is a rounded artillery fortification.
A roundel is not higher than adjacent walls. 
Cannons can be deployed on artillery fortifications. 
Roundels are the oldest artillery fortifications.
Battery towers are artillery fortifications.","∀x (Roundel(x) → (Rounded(x) ∧ ArtilleryFortification(x)))
∀x ∀y ((Roundel(x) ∧ AdjacentWalls(x,y)) → ¬Higher(x, y))
∀x (ArtilleryFortification(x) → DeployCannons(x))
∀x ∀y ((Roundel(x) ∧ ArtilleryFortification(y)) → Older(x, y))
∀x (BatteryTower(x) → ArtilleryFortification(x))",Roundels are older than battery towers.,"∀x ∀y ((Roundel(x) ∧ BatteryTower(y)) → Older(x, y))",True,159,"forall x (roundel(x) implies (rounded(x) and artilleryfortification(x)))
forall x forall y ((roundel(x) and adjacentwalls(x,y)) implies not higher(x, y))
forall x (artilleryfortification(x) implies deploycannons(x))
forall x forall y ((roundel(x) and artilleryfortification(y)) implies older(x, y))
forall x (batterytower(x) implies artilleryfortification(x))","forall x forall y ((roundel(x) and batterytower(y)) implies older(x, y))"
24,391,"All imaginative processes that Dan knows are results of creative processes.
All science fiction that Dan knows comes from an imaginative process.
Everthing that Dan knows comes from either science-fiction or realistic fiction.
No facts that Dan knows have proven to be false.
Dan knows that Dune is science fiction or has proven to be false.","∀x ((Knows(dan, x) ∧ ImaginativeProcess(x)) → ResultOf(x, creativeProcess))
∀x ((Knows(dan, x) ∧ ScienceFiction(x)) → ImaginativeProcess(x)) 
∀x (Knows(dan, x) → (ScienceFiction(x) ⊕ RealisticFiction(x)))
∀x ((Knows(dan, x) ∧ Fact(x)) → ¬ProvedToBe(x, false)) 
(Knows(dan, dune) ∧ ScienceFiction(dune)) ∨ ProvedToBe(dune, false))","If Dune is a result of creative and imaginative processes, then Dune is not a result of creative processes and science-fiction.","(ResultOf(dune, creativeProcess)  ∧ ImaginativeProcess(dune)) → (¬ResultOf(dune, creativeProcess) ∧ ¬ScienceFiction(dune))",False,1052,"forall x ((knows(dan, x) and imaginativeprocess(x)) implies resultof(x, creativeprocess))
forall x ((knows(dan, x) and sciencefiction(x)) implies imaginativeprocess(x)) 
forall x (knows(dan, x) implies (sciencefiction(x) xor realisticfiction(x)))
forall x ((knows(dan, x) and fact(x)) implies not provedtobe(x, false)) 
(knows(dan, dune) and sciencefiction(dune)) or provedtobe(dune, false))","(resultof(dune, creativeprocess)  and imaginativeprocess(dune)) implies (not resultof(dune, creativeprocess) and not sciencefiction(dune))"
25,49,"Quincy McDuffie is an American professional wide receiver in Canadian Football.
People who can catch balls are good wide receivers. 
Quincy McDuffie can catch some footballs easily.
Good wide receivers play professionally.
Good wide receivers can catch with both their left and right hand.
All footballs are balls.","American(quincyMcduffie) ∧ Professional(quincyMcduffie) ∧ WideReciever(quincyMcduffie) ∧ PlaysIn(quincyMcduffie, cFL)
∀x ((∃y(CanCatch(x, y) ∧ Ball(y))) → GoodWideReceiver(x))
∃x ∃y (Football(x) ∧ CanCatch(quincymcduffie, x)) ∧ (¬(x=y) ∧ (Football(y) ∧ CanCatch(quincymcduffie, y))
∀x (GoodWideReceiver(x) → Professional(x))
∀x (GoodWideReceiver(x) → (CanCatchWith(x, lefthand) ∧ CanCatchWith(x, righthand)))
∀x (Football(x) → Ball(x))",Quincy McDuffie is a good wide receiver.,GoodWideReceiver(quincyMcduffie),True,141,"american(quincymcduffie) and professional(quincymcduffie) and widereciever(quincymcduffie) and playsin(quincymcduffie, cfl)
forall x ((exists y(cancatch(x, y) and ball(y))) implies goodwidereceiver(x))
exists x exists y (football(x) and cancatch(quincymcduffie, x)) and (not (x=y) and (football(y) and cancatch(quincymcduffie, y))
forall x (goodwidereceiver(x) implies professional(x))
forall x (goodwidereceiver(x) implies (cancatchwith(x, lefthand) and cancatchwith(x, righthand)))
forall x (football(x) implies ball(x))",goodwidereceiver(quincymcduffie)
26,59,"Some monitors equipped in the lab are produced by the company named AOC. 
All monitors equipped in the lab are cheaper than their original prices. 
If a monitor is cheaper than its original price, then its resolution is 1080p. 
If a monitor has a resolution of 1080p, then it does not support the type-c port. 
LG34 is equipped in the lab.  ","∃x ∃y  (LabMonitor(x) ∧ AOC(x) ∧ (¬(x=y)) ∧ LabMonitor(y) ∧ AOC(y))
∀x (LabMonitor(x) → Discounted(x))
∀x (Discounted(x) → A1080p(x))
∀x (A1080p(x) → ¬TypeC(x))
LabMonitor(lg-34)",LG34 is not with a resolution of 1080p.,¬A1080p(lg-34),False,176,"exists x exists y  (labmonitor(x) and aoc(x) and (not (x=y)) and labmonitor(y) and aoc(y))
forall x (labmonitor(x) implies discounted(x))
forall x (discounted(x) implies a1080p(x))
forall x (a1080p(x) implies not typec(x))
labmonitor(lg-34)",not a1080p(lg-34)
27,261,"All nuclear-powered submarines are warships.
No nuclear-powered submarines are commercial vessels.","∀x (NuclearPoweredSubmarine(x) → Warship(x))
∀x (NuclearPoweredSubmarine(x) → ¬CommercialVessel(x))",No warships are commercial vessels.,∀x (Warship(x) → ¬CommercialVessel(x)),Uncertain,705,"forall x (nuclearpoweredsubmarine(x) implies warship(x))
forall x (nuclearpoweredsubmarine(x) implies not commercialvessel(x))",forall x (warship(x) implies not commercialvessel(x))
28,311,"No payment cards issued by Russian banks can be used with ApplePay.
All MIR payment cards are issued by Russian banks.
Some international payment cards can be used with ApplePay.
Social payments in Russia can only be transferred to MIR payment cards.
Bank of America payment cards can be used with ApplePay.","∀x ∀y (PaymentCard(x) ∧ RussianBank(y) ∧ IssuedBy(x, y) → ¬UsedWith(x, applePay))
∀x ∀y (PaymentCard(x) ∧ MIR(x) → RussianBank(y) ∧ IssuedBy(x, y))
∃x (PaymentCard(x) ∧ International(x) → UsedWith(x, applePay))
∀x ∀y (SocialPayment(x) ∧TransferredTo(x, y) → PaymentCard(y) ∧ MIR(y))
PaymentCard(bankOfAmerica) ∧ UsedWith(bankOfAmerica, applePay)",Bank of America payment cards are international and can be used to transfer social payments in Russia.,"∀x (PaymentCard(bankOfAmerica) ∧ International(bankOfAmerica) ∧ SocialPayment(x) ∧TransferredTo(x, bankOfAmerica))",False,774,"forall x forall y (paymentcard(x) and russianbank(y) and issuedby(x, y) implies not usedwith(x, applepay))
forall x forall y (paymentcard(x) and mir(x) implies russianbank(y) and issuedby(x, y))
exists x (paymentcard(x) and international(x) implies usedwith(x, applepay))
forall x forall y (socialpayment(x) andtransferredto(x, y) implies paymentcard(y) and mir(y))
paymentcard(bankofamerica) and usedwith(bankofamerica, applepay)","forall x (paymentcard(bankofamerica) and international(bankofamerica) and socialpayment(x) andtransferredto(x, bankofamerica))"
29,366,"People in Franny's family drink kombucha every day or drink Coca-Cola or a Pepsi product.
If people in Franny's family drink Coca-Cola or a Pepsi product every day, then they grew up with extremely busy parents who did not have time to pack them lunch.
If people in Franny's family drink Coca-Cola or another Pepsi product every day, then they have to visit the dentist frequently.
If people in Franny's family grew up with extremely busy parents who did not have time to pack them lunch, then they have erratic and diverse eating habits.
If people in Franny's family have erratic and diverse eating habits, then they do not have consistent everyday routines and like sticking to a solid schedule.
Damon is in Franny's family. 
Damon either both grow up with extremely busy parents who did not have time to pack her lunch and have consistent everyday routines and like sticking to a solid schedule, or Damon did neither.","∀x (In(x, frannysFamily) ∧ (Drink(x, kombucha) ∨ (∃y (Drink(x, cocaCola) ∨ (PepsiProduct(y) ∧ Drink(x, y))))))
∀x (In(x, frannysFamily) ∧ (∃y (Drink(x, cocaCola) ∨ (PepsiProduct(y) ∧ Drink(x, y)))) → (∃y ∃z (¬(y=z) ∧ BusyParent(y) ∧ BusyParent(z) ∧ ¬Pack(y, lunch) ∧ ¬Pack(z, lunch) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z))))
∀x (In(x, frannysFamily)) ∧ (∃y (Drink(x, cocaCola) ∨ (PepsiProduct(y) ∧ Drink(x, y)))) → HaveToVisitFrequently(x, dentist))
∀x (In(x, frannysFamily) ∧ (∃y ∃z (¬(y=z) ∧ BusyParent(y) ∧ BusyParent(z) ∧ ¬Pack(y, lunch) ∧ ¬Pack(z, lunch) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z))) → ∃y (Have(x, y) ∧ Erratic(y) ∧ Diverse(y) ∧ EatingHabit(y)))
∀x (In(x, frannysFamily) ∧ ∃y (Have(x, y) ∧ Erratic(y) ∧ Diverse(y) ∧ EatingHabit(y))) → ¬(ConsistentEverydayRoutine(x) ∧ StickTo(damon, solidSchedule)))
In(damon, frannysFamily)
¬((∃y ∃z(¬(y=z) ∧ BusyParent(y) ∧ BusyParent(z) ∧ ¬Pack(y, lunch) ∧ ¬Pack(z, lunch) ∧ GrowUpWith(damon, y) ∧ GrowUpWith(damon, z))) ⊕ (ConsistentEverydayRoutine(damon) ∧ StickTo(damon, solidSchedule)))","If Damon is in Franny's family and he either visits the dentist frequently or drinks kombucha, then Damon both visits the dentist frequently and drinks Coca-Cola or Pepsi products every day.","HaveToVisitFrequently(damon, dentist) ∨ Drink(damon, kombucha, everyDay) → HaveToVisitFrequently(damon, dentist) ∧ (∃y (Drink(x, cocaCola) ∨ (PepsiProduct(y) ∧ Drink(x, y))))",False,975,"forall x (in(x, frannysfamily) and (drink(x, kombucha) or (exists y (drink(x, cocacola) or (pepsiproduct(y) and drink(x, y))))))
forall x (in(x, frannysfamily) and (exists y (drink(x, cocacola) or (pepsiproduct(y) and drink(x, y)))) implies (exists y exists z (not (y=z) and busyparent(y) and busyparent(z) and not pack(y, lunch) and not pack(z, lunch) and growupwith(x, y) and growupwith(x, z))))
forall x (in(x, frannysfamily)) and (exists y (drink(x, cocacola) or (pepsiproduct(y) and drink(x, y)))) implies havetovisitfrequently(x, dentist))
forall x (in(x, frannysfamily) and (exists y exists z (not (y=z) and busyparent(y) and busyparent(z) and not pack(y, lunch) and not pack(z, lunch) and growupwith(x, y) and growupwith(x, z))) implies exists y (have(x, y) and erratic(y) and diverse(y) and eatinghabit(y)))
forall x (in(x, frannysfamily) and exists y (have(x, y) and erratic(y) and diverse(y) and eatinghabit(y))) implies not (consistenteverydayroutine(x) and stickto(damon, solidschedule)))
in(damon, frannysfamily)
not ((exists y exists z(not (y=z) and busyparent(y) and busyparent(z) and not pack(y, lunch) and not pack(z, lunch) and growupwith(damon, y) and growupwith(damon, z))) xor (consistenteverydayroutine(damon) and stickto(damon, solidschedule)))","havetovisitfrequently(damon, dentist) or drink(damon, kombucha, everyday) implies havetovisitfrequently(damon, dentist) and (exists y (drink(x, cocacola) or (pepsiproduct(y) and drink(x, y))))"
30,108,"The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
All American Airlines planes are from the world's major large passenger aircraft manufacturers. 
Airbus made more revenue than Boeing last year.","∀x (WorldMajorLargePassengerAircraftManufacturer(x) → x=boeing ⊕ x=airbus)
∀x (AmericanAirlinesAircraft(x) → WorldMajorLargePassengerAircraftManufacturer(x))
MoreInRevenue(airbus, boeing)",There does not exist a United Airlines plane produced by Boeing.,∀x (UnitedAirlinesAircraft(x) → ¬(x=boeing)),Uncertain,328,"forall x (worldmajorlargepassengeraircraftmanufacturer(x) implies x=boeing xor x=airbus)
forall x (americanairlinesaircraft(x) implies worldmajorlargepassengeraircraftmanufacturer(x))
moreinrevenue(airbus, boeing)",forall x (unitedairlinesaircraft(x) implies not (x=boeing))
31,92,"Adventures of Rusty is a drama film and children's film.
Columbia Pictures produced Adventures of Rusty.
Tintin was produced by Paramount.
Tintin is an adventure film.","DramaFilm(adventuresOfRusty) ∧ ChildrensFilm(adventuresOfRusty)
Produces(columbiaPictures, adventuresOfRusty)
Produces(paramount, tintin)
AdventureFilm(tintin)",Paramount produces adventure films.,"∃x (AdventureFilm(x) ∧ Produces(paramount, x))",True,282,"dramafilm(adventuresofrusty) and childrensfilm(adventuresofrusty)
produces(columbiapictures, adventuresofrusty)
produces(paramount, tintin)
adventurefilm(tintin)","exists x (adventurefilm(x) and produces(paramount, x))"
32,373,"All hodophiles who enjoy eating gelato ice cream would enjoy a vacation to Italy.
No hodophiles can resist the hallmark delectable desserts famous in Italy.
Hodophiles enjoy eating gelato ice cream or love to travel and vacation often, or both.
No hodophiles who study abroad in Europe regret their college experiences.
If hodophiles love to travel and vacation often, then they study abroad in Europe.
Robert is a hodophile, and he either enjoys eating gelato ice cream and loves to travel and vacation often, or does not enjoy eating gelato ice cream and does not love to travel and vacation often.","∀x (Hodophiles(x) ∧ EnjoyEating(x, gelato) → Enjoy(x, vacationToItaly))
∀x (Hodophiles(x) ∧ ¬(∃y (Resist(x, y) ∧ Hallmark(y) ∧ Delectabl(y) ∧ Dessert(y) ∧ FamousIn(y, italy))))
∀x (Hodophiles(x) → (EnjoyEating(x, gelato) ∨ LoveToTravelOften(x))
∀x (Hodophiles(x) ∧ TakeIn(x, studyAbroadSemester, europe) → ¬Regret(x, collegeExperience))
∀x (Hodophiles(x) ∧ LoveToTravelOften(x) → TakeIn(x, studyAbroadSemester, europe))
Hodophiles(robert) ∧ ¬(EnjoyEating(robert, gelato) ⊕ LoveToTravelOften(robert))","If Robert either would both enjoy a vacation to Italy and regrets his college experiences or neither would enjoy a vacation to Italy nor regrets his college experiences, then Robert would either enjoy a vacation to Italy or he can resist the hallmark delectable desserts that are famous in Italy.","¬((Enjoy(robert, vacation) ∧ In(vacation, italy)) ⊕ Regret(x, collegeExperiences)) → Enjoy(robert, vacation) ∧ In(vacation, italy) ⊕ (∃y (Resist(robert, y) ∧ Hallmark(y) ∧ Delectabl(y) ∧ Dessert(y) ∧ FamousIn(y, italy))",True,994,"forall x (hodophiles(x) and enjoyeating(x, gelato) implies enjoy(x, vacationtoitaly))
forall x (hodophiles(x) and not (exists y (resist(x, y) and hallmark(y) and delectabl(y) and dessert(y) and famousin(y, italy))))
forall x (hodophiles(x) implies (enjoyeating(x, gelato) or lovetotraveloften(x))
forall x (hodophiles(x) and takein(x, studyabroadsemester, europe) implies not regret(x, collegeexperience))
forall x (hodophiles(x) and lovetotraveloften(x) implies takein(x, studyabroadsemester, europe))
hodophiles(robert) and not (enjoyeating(robert, gelato) xor lovetotraveloften(robert))","not ((enjoy(robert, vacation) and in(vacation, italy)) xor regret(x, collegeexperiences)) implies enjoy(robert, vacation) and in(vacation, italy) xor (exists y (resist(robert, y) and hallmark(y) and delectabl(y) and dessert(y) and famousin(y, italy))"
