Unnamed: 0,Premises - NL,Conclusions - NL,Truth Values,Premises - FOL,Conclusions - FOL,Comments,Verified by Prover,Premises - CLIF,Conclusions - CLIF,Premises - CLINGO,Conclusions - CLINGO,Premises - CGIF,Conclusions - CGIF,Premises - MINIFOL2,Conclusions - MINIFOL2,Premises - TFLPLUS,Conclusions - TFLPLUS
87,"Daveed Diggs is an actor and film producer.
Daveed Diggs played two roles in the musical Hamilton on Broadway.
One of the actors from Hamilton won the best actor award.
The actor playing Thomas Jefferson won the best actor award.
Daveed Diggs played Thomas Jefferson.
Musicals on Broadway are not films.",Daveed Diggs won the best actor award.,T,"Actor(daveedDiggs) ∧ FilmProducer(daveedDiggs)
∃x ∃y(PlaysIn(daveedDiggs, x, hamilton) ∧ (¬(x=y)) ∧ PlaysIn(daveedDiggs, y, hamilton)) ∧ OnBroadway(hamilton) ∧ Musical(hamilton)
∃x ∃y(Actor(x) ∧ PlaysIn(x, y, hamilton) ∧ Wins(x, bestActorAward))
∃x (Actor(x) ∧ PlaysIn(x, thomasJefferson, hamilton) ∧ Wins(x, bestActorAward))
Plays(daveedDiggs, thomasJefferson)
∀x ((Musical(x) ∧ OnBroadway(x)) → ¬Film(x))","Wins(daveedDiggs, bestActorAward)",,,"actor(daveeddiggs) and filmproducer(daveeddiggs)
exists x exists y(playsin(daveeddiggs, x, hamilton) and (not (x=y)) and playsin(daveeddiggs, y, hamilton)) and onbroadway(hamilton) and musical(hamilton)
exists x exists y(actor(x) and playsin(x, y, hamilton) and wins(x, bestactoraward))
exists x (actor(x) and playsin(x, thomasjefferson, hamilton) and wins(x, bestactoraward))
plays(daveeddiggs, thomasjefferson)
forall x ((musical(x) and onbroadway(x)) implies not film(x))","wins(daveeddiggs, bestactoraward)","actor(daveeddiggs) , filmproducer(daveeddiggs)
 (playsin(daveeddiggs, x, hamilton) , (not(x=y)) , playsin(daveeddiggs, y, hamilton)) , onbroadway(hamilton) , musical(hamilton)
 (actor(x) , playsin(x, y, hamilton) , wins(x, bestactoraward))
 (actor(x) , playsin(x, thomasjefferson, hamilton) , wins(x, bestactoraward))
plays(daveeddiggs, thomasjefferson)
forall ((musical(x) , onbroadway(x)) -: notfilm(x))","wins(daveeddiggs, bestactoraward)","[actor[(daveeddiggs)]  filmproducer[(daveeddiggs)]
*x *y[(playsin[(daveeddiggs  x  hamilton)]  [(~[(?x=y)])]  playsin[(daveeddiggs  y  hamilton)])]  onbroadway[(hamilton)]  musical[(hamilton)]
*x *y[(actor[(?x)]  playsin[(?x  y  hamilton)]  wins[(?x  bestactoraward)])]
*x [(actor[(?x)]  playsin[(?x  thomasjefferson  hamilton)]  wins[(?x  bestactoraward)])]
plays[(daveeddiggs  thomasjefferson)]
@every *x [([(musical[(?x)]  onbroadway[(?x)])]  ~film[(?x)])]]",[wins[(daveeddiggs  bestactoraward)]],"actor(daveeddiggs) & filmproducer(daveeddiggs)
x y(playsin(daveeddiggs, x, hamilton) & (~(x=y)) & playsin(daveeddiggs, y, hamilton)) & onbroadway(hamilton) & musical(hamilton)
x y(actor(x) & playsin(x, y, hamilton) & wins(x, bestactoraward))
x (actor(x) & playsin(x, thomasjefferson, hamilton) & wins(x, bestactoraward))
plays(daveeddiggs, thomasjefferson)
all:x ((musical(x) & onbroadway(x)) :- ~film(x))","wins(daveeddiggs, bestactoraward)",+A2(+d2)++F2(+d2)++(+P1+(-(+x1))++P1)++O1(+h1)++M1(+h1)++(+A1++P1++W1)+(+A1++P1++W1)+P2-((+M0++O0)--+F0),+W2
16,"Notable people with the given name include Dagfinn Aarskog, Dagfinn Bakke and Dagfinn Dahl.
Dagfinn Aarskog is a Norwegian physician.
Dagfinn Dahl is a Norwegian barrister.",Dagfinn is Dagfinn Aarskog's given name.,T,"
GivenName(nameDagfinn) ∧ Named(dagfinnAarskog, nameDagfinn) ∧ NotablePerson(dagfinnAarskog) ∧ Named(dagfinnBakke, nameDagfinn) ∧ NotablePerson(dagfinnBakke)  ∧ Named(dagfinnDahl, nameDagfinn) ∧ NotablePerson(dagfinnDahl)
Norwegian(dagfinnAarskog) ∧ Physician(dagfinnAarskog)
Norwegian(dagfinnDahl) ∧ Barrister(dagfinnDahl)","Named(dagfinnAarskog, nameDagfinn)",,,"
givenname(namedagfinn) and named(dagfinnaarskog, namedagfinn) and notableperson(dagfinnaarskog) and named(dagfinnbakke, namedagfinn) and notableperson(dagfinnbakke)  and named(dagfinndahl, namedagfinn) and notableperson(dagfinndahl)
norwegian(dagfinnaarskog) and physician(dagfinnaarskog)
norwegian(dagfinndahl) and barrister(dagfinndahl)","named(dagfinnaarskog, namedagfinn)","
givenname(namedagfinn) , named(dagfinnaarskog, namedagfinn) , notableperson(dagfinnaarskog) , named(dagfinnbakke, namedagfinn) , notableperson(dagfinnbakke)  , named(dagfinndahl, namedagfinn) , notableperson(dagfinndahl)
norwegian(dagfinnaarskog) , physician(dagfinnaarskog)
norwegian(dagfinndahl) , barrister(dagfinndahl)","named(dagfinnaarskog, namedagfinn)","[
givenname[(namedagfinn)]  named[(dagfinnaarskog  namedagfinn)]  notableperson[(dagfinnaarskog)]  named[(dagfinnbakke  namedagfinn)]  notableperson[(dagfinnbakke)]   named[(dagfinndahl  namedagfinn)]  notableperson[(dagfinndahl)]
norwegian[(dagfinnaarskog)]  physician[(dagfinnaarskog)]
norwegian[(dagfinndahl)]  barrister[(dagfinndahl)]]",[named[(dagfinnaarskog  namedagfinn)]],"
givenname(namedagfinn) & named(dagfinnaarskog, namedagfinn) & notableperson(dagfinnaarskog) & named(dagfinnbakke, namedagfinn) & notableperson(dagfinnbakke)  & named(dagfinndahl, namedagfinn) & notableperson(dagfinndahl)
norwegian(dagfinnaarskog) & physician(dagfinnaarskog)
norwegian(dagfinndahl) & barrister(dagfinndahl)","named(dagfinnaarskog, namedagfinn)",+G2(+n2)++N2++N2(+d2)++N2++N2(+d2)++N2++N2(+d2)+N2(+d2)++P2(+d2)+N2(+d2)++B2(+d2),+N2
83,"All vehicle registration plates in Istanbul begin with the number 34.
Plates that do not begin with the number 34 are not from Istanbul. 
Joe's vehicle registration plate is from Istanbul. 
Tom's license plate begins with the number 35. 
If a license plate begins with the number 35, then it does not begin with the number 34.",Tom's license plate is from Istanbul.,F,"∀x (VehicleRegistrationPlateIn(x, istanbul) → BeginWith(x, num34))
∀x (¬BeginWith(x, num34) → ¬FromIstanbul(x))
∃x (Owns(joe, x) ∧ VehicleRegistrationPlateIn(x, istanbul))
∃x (Owns(tom, x) ∧ BeginWith(x, num35))
∀x (BeginWith(x, num35) → ¬BeginWith(x, num34))","∃x (Owns(tom, x) ∧ VehicleRegistrationPlateIn(x, istanbul))",,,"forall x (vehicleregistrationplatein(x, istanbul) implies beginwith(x, num34))
forall x (not beginwith(x, num34) implies not fromistanbul(x))
exists x (owns(joe, x) and vehicleregistrationplatein(x, istanbul))
exists x (owns(tom, x) and beginwith(x, num35))
forall x (beginwith(x, num35) implies not beginwith(x, num34))","exists x (owns(tom, x) and vehicleregistrationplatein(x, istanbul))","forall (vehicleregistrationplatein(x, istanbul) -: beginwith(x, num34))
forall (notbeginwith(x, num34) -: notfromistanbul(x))
 (owns(joe, x) , vehicleregistrationplatein(x, istanbul))
 (owns(tom, x) , beginwith(x, num35))
forall (beginwith(x, num35) -: notbeginwith(x, num34))"," (owns(tom, x) , vehicleregistrationplatein(x, istanbul))","[@every *x [(vehicleregistrationplatein[(?x  istanbul)]  beginwith[(?x  num34)])]
@every *x [(~beginwith[(?x  num34)]  ~fromistanbul[(?x)])]
*x [(owns[(joe  x)]  vehicleregistrationplatein[(?x  istanbul)])]
*x [(owns[(tom  x)]  beginwith[(?x  num35)])]
@every *x [(beginwith[(?x  num35)]  ~beginwith[(?x  num34)])]]",[*x [(owns[(tom  x)]  vehicleregistrationplatein[(?x  istanbul)])]],"all:x (vehicleregistrationplatein(x, istanbul) :- beginwith(x, num34))
all:x (~beginwith(x, num34) :- ~fromistanbul(x))
x (owns(joe, x) & vehicleregistrationplatein(x, istanbul))
x (owns(tom, x) & beginwith(x, num35))
all:x (beginwith(x, num35) :- ~beginwith(x, num34))","x (owns(tom, x) & vehicleregistrationplatein(x, istanbul))",-(+V0-+B0)-(-+B0--+F0)+(+O1++V1)+(+O1++B1)-(+B0--+B0),+(+O1++V1)
31,"Naive cynicism was proposed by Justin Kruger and a colleague.
Thomas Gilovich is a colleague of Justin Kruger. 
Naive cynicism is a philosophy of mind.",Justin Kruger proposed a philosophy of mind.,T,"Proposed(justinKruger, naiveCynicism) ∧ ∃y (colleagueOfJustinKruger(y) ∧ Proposed(y, naiveCynicism))
Colleagues(thomasGilovich, justinKruger)
PhilosophyOfMind(naiveCynicism)","∃x (Proposed(justinKruger, x) ∧ PhilosophyOfMind(x))",,,"proposed(justinkruger, naivecynicism) and exists y (colleagueofjustinkruger(y) and proposed(y, naivecynicism))
colleagues(thomasgilovich, justinkruger)
philosophyofmind(naivecynicism)","exists x (proposed(justinkruger, x) and philosophyofmind(x))","proposed(justinkruger, naivecynicism) ,  (colleagueofjustinkruger(y) , proposed(y, naivecynicism))
colleagues(thomasgilovich, justinkruger)
philosophyofmind(naivecynicism)"," (proposed(justinkruger, x) , philosophyofmind(x))","[proposed[(justinkruger  naivecynicism)]  *y [(colleagueofjustinkruger[(?y)]  proposed[(?y  naivecynicism)])]
colleagues[(thomasgilovich  justinkruger)]
philosophyofmind[(naivecynicism)]]",[*x [(proposed[(justinkruger  x)]  philosophyofmind[(?x)])]],"proposed(justinkruger, naivecynicism) & y (colleagueofjustinkruger(y) & proposed(y, naivecynicism))
colleagues(thomasgilovich, justinkruger)
philosophyofmind(naivecynicism)","x (proposed(justinkruger, x) & philosophyofmind(x))",+P2++(+c1++P1)+C2+P2(+n2),+(+P1++P1)
37,"Heptalogyy is a compound literary or narrative work that is made up of seven distinct works.
The Harry Potter series consists of 7 distinct works.
The Chronicles of Narnia consists of 7 distinct works.",The Harry Potter series of books is Heptalogy.,T,"∀x (SevenDistinctWorks(x) → Heptalogy(x))
SevenDistinctWorks(harryPotter)
SevenDistinctWorks(chroniclesOfNarnia)",Heptalogy(harryPotter),,,"forall x (sevendistinctworks(x) implies heptalogy(x))
sevendistinctworks(harrypotter)
sevendistinctworks(chroniclesofnarnia)",heptalogy(harrypotter),"forall (sevendistinctworks(x) -: heptalogy(x))
sevendistinctworks(harrypotter)
sevendistinctworks(chroniclesofnarnia)",heptalogy(harrypotter),"[@every *x [(sevendistinctworks[(?x)]  heptalogy[(?x)])]
sevendistinctworks[(harrypotter)]
sevendistinctworks[(chroniclesofnarnia)]]",[heptalogy[(harrypotter)]],"all:x (sevendistinctworks(x) :- heptalogy(x))
sevendistinctworks(harrypotter)
sevendistinctworks(chroniclesofnarnia)",heptalogy(harrypotter),-(+S0-+H0)+S2(+h2)+S2(+c2),+H2(+h2)
56,"If a person is the leader of a country for life, that person has power.
Leaders of a country for life are either a king or a queen.
Queens are female.
Kings are male. 
Elizabeth is a queen.
Elizabeth is a leader of a country for life.",Elizabeth is a king.,F,"∀x (Leader(x) → HavePower(x))
∀x (Leader(x) → (King(x) ⊕ Queen(x)))
∀x (Queen(x) → Female(x))
∀x (King(x) → Male(x))
Queen(elizabeth)
Leader(elizabeth)",King(elizabeth),,,"forall x (leader(x) implies havepower(x))
forall x (leader(x) implies (king(x) xor queen(x)))
forall x (queen(x) implies female(x))
forall x (king(x) implies male(x))
queen(elizabeth)
leader(elizabeth)",king(elizabeth),"forall (leader(x) -: havepower(x))
forall (leader(x) -: (king(x) ^ queen(x)))
forall (queen(x) -: female(x))
forall (king(x) -: male(x))
queen(elizabeth)
leader(elizabeth)",king(elizabeth),"[@every *x [(leader[(?x)]  havepower[(?x)])]
@every *x [(leader[(?x)]  [(king[(?x)]  queen[(?x)])])]
@every *x [(queen[(?x)]  female[(?x)])]
@every *x [(king[(?x)]  male[(?x)])]
queen[(elizabeth)]
leader[(elizabeth)]]",[king[(elizabeth)]],"all:x (leader(x) :- havepower(x))
all:x (leader(x) :- (king(x) ^ queen(x)))
all:x (queen(x) :- female(x))
all:x (king(x) :- male(x))
queen(elizabeth)
leader(elizabeth)",king(elizabeth),-(+L0-+H0)-(+L0-(+K0-+Q0))-(+Q0-+F0)-(+K0-+M0)+Q2(+e2)+L2(+e2),+K2(+e2)
48,"Douglas Adams is an author who created the book collection called The Salmon of Doubt. 
The Salmon of Doubt is about life experiences and technology.
All authors are writers.
Writers create innovative ideas.
Some books that contain innovative ideas are about technology.",Douglas Adams is a writer.,T,"Author(douglasAdams) ∧ Authored(douglasAdams, theSalmonOfDoubt) ∧ Book(theSalmonOfDoubt)
About(theSalmonOfDoubt, lifeExperience) ∧ About(theSalmonOfDoubt, technology)
∀x (Author(x) → Writer(x))
∀x (Writer(x) → Create(x, innovativeIdea))
∃x ∃y (Contain(x, innovativeIdea) ∧ About(x, technology) ∧ (¬(x=y)) ∧ (Contain(y, innovativeIdea) ∧ About(y, technology)))",Writer(douglasAdams),,,"author(douglasadams) and authored(douglasadams, thesalmonofdoubt) and book(thesalmonofdoubt)
about(thesalmonofdoubt, lifeexperience) and about(thesalmonofdoubt, technology)
forall x (author(x) implies writer(x))
forall x (writer(x) implies create(x, innovativeidea))
exists x exists y (contain(x, innovativeidea) and about(x, technology) and (not (x=y)) and (contain(y, innovativeidea) and about(y, technology)))",writer(douglasadams),"author(douglasadams) , authored(douglasadams, thesalmonofdoubt) , book(thesalmonofdoubt)
about(thesalmonofdoubt, lifeexperience) , about(thesalmonofdoubt, technology)
forall (author(x) -: writer(x))
forall (writer(x) -: create(x, innovativeidea))
  (contain(x, innovativeidea) , about(x, technology) , (not(x=y)) , (contain(y, innovativeidea) , about(y, technology)))",writer(douglasadams),"[author[(douglasadams)]  authored[(douglasadams  thesalmonofdoubt)]  book[(thesalmonofdoubt)]
about[(thesalmonofdoubt  lifeexperience)]  about[(thesalmonofdoubt  technology)]
@every *x [(author[(?x)]  writer[(?x)])]
@every *x [(writer[(?x)]  create[(?x  innovativeidea)])]
*x *y [(contain[(?x  innovativeidea)]  about[(?x  technology)]  [(~[(?x=y)])]  [(contain[(?y  innovativeidea)]  about[(?y  technology)])])]]",[writer[(douglasadams)]],"author(douglasadams) & authored(douglasadams, thesalmonofdoubt) & book(thesalmonofdoubt)
about(thesalmonofdoubt, lifeexperience) & about(thesalmonofdoubt, technology)
all:x (author(x) :- writer(x))
all:x (writer(x) :- create(x, innovativeidea))
x y (contain(x, innovativeidea) & about(x, technology) & (~(x=y)) & (contain(y, innovativeidea) & about(y, technology)))",writer(douglasadams),+A2(+d2)++A2++B2(+t2)+A2++A2-(+A0-+W0)-(+W0-+C0)++(+C1++A1+(-(+x1))+(+C1++A1)),+W2(+d2)
84,"Luzon is an island in the Philippines.
In December 1999, an earthquake struck Luzon.
People died in the December 1999 earthquake in Luzon.","In 1999, there was at least one earthquake in the Philippines.",T,"Island(luzon) ∧ In(luzon, philippines)
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon))
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon) ∧ Deadly(x))","∃x ∃y (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, y) ∧ In(y, philippines))",,,"island(luzon) and in(luzon, philippines)
exists x (earthquake(x) and strikeinyr(x, year1999) and strikeinmo(x, december) and strikeincity(x, luzon))
exists x (earthquake(x) and strikeinyr(x, year1999) and strikeinmo(x, december) and strikeincity(x, luzon) and deadly(x))","exists x exists y (earthquake(x) and strikeinyr(x, year1999) and strikeinmo(x, december) and strikeincity(x, y) and in(y, philippines))","island(luzon) , in(luzon, philippines)
 (earthquake(x) , strikeinyr(x, year1999) , strikeinmo(x, december) , strikeincity(x, luzon))
 (earthquake(x) , strikeinyr(x, year1999) , strikeinmo(x, december) , strikeincity(x, luzon) , deadly(x))","  (earthquake(x) , strikeinyr(x, year1999) , strikeinmo(x, december) , strikeincity(x, y) , in(y, philippines))","[island[(luzon)]  in[(luzon  philippines)]
*x [(earthquake[(?x)]  strikeinyr[(?x  year1999)]  strikeinmo[(?x  december)]  strikeincity[(?x  luzon)])]
*x [(earthquake[(?x)]  strikeinyr[(?x  year1999)]  strikeinmo[(?x  december)]  strikeincity[(?x  luzon)]  deadly[(?x)])]]",[*x *y [(earthquake[(?x)]  strikeinyr[(?x  year1999)]  strikeinmo[(?x  december)]  strikeincity[(?x  y)]  in[(?y  philippines)])]],"island(luzon) & in(luzon, philippines)
x (earthquake(x) & strikeinyr(x, year1999) & strikeinmo(x, december) & strikeincity(x, luzon))
x (earthquake(x) & strikeinyr(x, year1999) & strikeinmo(x, december) & strikeincity(x, luzon) & deadly(x))","x y (earthquake(x) & strikeinyr(x, year1999) & strikeinmo(x, december) & strikeincity(x, y) & in(y, philippines))",+I2(+l2)++I2+(+E1++S1++S1++S1)+(+E1++S1++S1++S1++D1),++(+E1++S1++S1++S1++I1)
43,"Imagine Dragons are an American pop-rock band.
The lead singer of Imagine Dragons is Dan.
Dan is also a songwriter.
All lead singers are singers.
All singers are musicians.
Demons is one of the most popular singles of Imagine Dragons.
Some singles of Imagine Dragons have been on Billboard Hot 100.",Some rock band has a lead singer who is also a songwriter.,T,"American(imagineDragon) ∧ RockBand(imagineDragon)
LeadSinger(imagineDragon, dan)
SongWriter(dan)
∀x ∀y (LeadSinger(x, y) → Singer(y))
∀x (Singer(x) → Musician(x))
PopularSingle(imagineDragon, demons)
∃x ∃y (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x)) ∧ (¬(x=y)) ∧ (PopularSingle(imagineDragon, y) ∧ BillboardHot100(y))","∃x ∃y (RockBand(x) ∧ LeadSinger(x, y) ∧ SongWriter(y))",,,"american(imaginedragon) and rockband(imaginedragon)
leadsinger(imaginedragon, dan)
songwriter(dan)
forall x forall y (leadsinger(x, y) implies singer(y))
forall x (singer(x) implies musician(x))
popularsingle(imaginedragon, demons)
exists x exists y (popularsingle(imaginedragon, x) and billboardhot100(x)) and (not (x=y)) and (popularsingle(imaginedragon, y) and billboardhot100(y))","exists x exists y (rockband(x) and leadsinger(x, y) and songwriter(y))","american(imaginedragon) , rockband(imaginedragon)
leadsinger(imaginedragon, dan)
songwriter(dan)
forall forall (leadsinger(x, y) -: singer(y))
forall (singer(x) -: musician(x))
popularsingle(imaginedragon, demons)
  (popularsingle(imaginedragon, x) , billboardhot100(x)) , (not(x=y)) , (popularsingle(imaginedragon, y) , billboardhot100(y))","  (rockband(x) , leadsinger(x, y) , songwriter(y))","[american[(imaginedragon)]  rockband[(imaginedragon)]
leadsinger[(imaginedragon  dan)]
songwriter[(dan)]
@every *x @every *y [(leadsinger[(?x  y)]  singer[(?y)])]
@every *x [(singer[(?x)]  musician[(?x)])]
popularsingle[(imaginedragon  demons)]
*x *y [(popularsingle[(imaginedragon  x)]  billboardhot100[(?x)])]  [(~[(?x=y)])]  [(popularsingle[(imaginedragon  y)]  billboardhot100[(?y)])]]",[*x *y [(rockband[(?x)]  leadsinger[(?x  y)]  songwriter[(?y)])]],"american(imaginedragon) & rockband(imaginedragon)
leadsinger(imaginedragon, dan)
songwriter(dan)
all:x all:y (leadsinger(x, y) :- singer(y))
all:x (singer(x) :- musician(x))
popularsingle(imaginedragon, demons)
x y (popularsingle(imaginedragon, x) & billboardhot100(x)) & (~(x=y)) & (popularsingle(imaginedragon, y) & billboardhot100(y))","x y (rockband(x) & leadsinger(x, y) & songwriter(y))",+A2(+i2)++R2(+i2)+L2+S2(+d2)--(+L0-+S0)-(+S0-+M0)+P2++(+P1++B1)+(-(+x1))+(+P1++B1),++(+R1++L1++S1)
19,"Thomas Barber was an English professional footballer.
Thomas Barber played in the Football League for Aston Villa.
Thomas Barber played as a halfback and inside left.
Thomas Barber scored the winning goal in the 1913 FA Cup Final.",An English professional footballer scored the winning goal in the 1913 FA Cup Final.,T,"English(thomasBarber) ∧ ProfessionalFootballer(thomasBarber)
PlayedFor(thomasBarber, astonVilla) ∧ PlayedIn(astonVilla,theFootballLeague)
PlayedAs(thomasBarber, halfBack) ∧ PlayedAs(thomasBarber, insideLeft)
ScoredTheWinningGoalIn(thomasBarber, facupfinal1913)","∃x (English(x) ∧ ProfessionalFootballer(x) ∧ ScoredTheWinningGoalIn(x, facupfinal1913))",,,"english(thomasbarber) and professionalfootballer(thomasbarber)
playedfor(thomasbarber, astonvilla) and playedin(astonvilla,thefootballleague)
playedas(thomasbarber, halfback) and playedas(thomasbarber, insideleft)
scoredthewinninggoalin(thomasbarber, facupfinal1913)","exists x (english(x) and professionalfootballer(x) and scoredthewinninggoalin(x, facupfinal1913))","english(thomasbarber) , professionalfootballer(thomasbarber)
playedfor(thomasbarber, astonvilla) , playedin(astonvilla,thefootballleague)
playedas(thomasbarber, halfback) , playedas(thomasbarber, insideleft)
scoredthewinninggoalin(thomasbarber, facupfinal1913)"," (english(x) , professionalfootballer(x) , scoredthewinninggoalin(x, facupfinal1913))","[english[(thomasbarber)]  professionalfootballer[(thomasbarber)]
playedfor[(thomasbarber  astonvilla)]  playedin[(astonvilla thefootballleague)]
playedas[(thomasbarber  halfback)]  playedas[(thomasbarber  insideleft)]
scoredthewinninggoalin[(thomasbarber  facupfinal1913)]]",[*x [(english[(?x)]  professionalfootballer[(?x)]  scoredthewinninggoalin[(?x  facupfinal1913)])]],"english(thomasbarber) & professionalfootballer(thomasbarber)
playedfor(thomasbarber, astonvilla) & playedin(astonvilla,thefootballleague)
playedas(thomasbarber, halfback) & playedas(thomasbarber, insideleft)
scoredthewinninggoalin(thomasbarber, facupfinal1913)","x (english(x) & professionalfootballer(x) & scoredthewinninggoalin(x, facupfinal1913))",+E2(+t2)++P2(+t2)+P2++P2+P2++P2+S2,+(+E1++P1++S1)
